Date,Time,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Anomaly_Scores,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,User_Information,Device_Information,Network_Segment,Geo_location_Data,Log_Source
2021-03-31,01:33:36,2021-03-31 01:33:36,174.144.72.31,213.88.111.71,54117,12912,TCP,447,Control,FTP,35.11,DDoS,Known Pattern A,Blocked,High,Emir Sagar,Opera/8.21.(X11; Linux x86_64; ro-RO) Presto/2.9.163 Version/12.00,Segment C,"Baranagar, Karnataka",Firewall
2022-02-27,02:42:51,2022-02-27 02:42:51,137.206.188.27,36.164.172.177,58117,10942,ICMP,629,Data,HTTP,42.21,DDoS,Known Pattern A,Logged,Medium,Anya Dora,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),Segment C,"Sri Ganganagar, Uttar Pradesh",Firewall
2021-01-19,05:32:17,2021-01-19 05:32:17,167.212.163.62,52.236.227.182,39847,50581,ICMP,158,Data,DNS,98.12,Malware,Known Pattern A,Blocked,Medium,Nayantara Sandal,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/18.8a6283.0 Mobile/18X091 Safari/532.0",Segment B,"Miryalaguda, Nagaland",Server
2021-06-18,13:38:20,2021-06-18 13:38:20,155.10.119.24,36.168.232.108,34060,31434,ICMP,360,Data,FTP,10.24,Malware,Known Pattern B,Ignored,Medium,Aarush Gupta,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/21.0.812.0 Safari/531.0",Segment A,"Ambala, Goa",Server
2021-12-12,19:11:31,2021-12-12 19:11:31,195.159.26.209,203.244.111.69,16099,13975,UDP,1313,Control,FTP,75.02,Intrusion,Known Pattern A,Logged,Low,Priyansh Butala,Opera/8.78.(X11; Linux i686; ar-SD) Presto/2.9.176 Version/10.00,Segment A,"Naihati, Rajasthan",Firewall
2021-11-25,06:55:11,2021-11-25 06:55:11,209.105.1.128,150.71.53.73,61047,5847,TCP,278,Data,DNS,17.71,DDoS,Known Pattern A,Blocked,Low,Amira Sheth,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment C,"Vellore, Bihar",Server
2021-08-10,06:38:41,2021-08-10 06:38:41,77.175.75.70,82.223.133.21,36018,13642,UDP,384,Control,DNS,55.82,DDoS,Known Pattern B,Blocked,Medium,Ranbir Dyal,Opera/8.93.(X11; Linux i686; as-IN) Presto/2.9.169 Version/12.00,Segment B,"Tinsukia, Andhra Pradesh",Firewall
2023-04-22,00:15:05,2023-04-22 00:15:05,104.46.197.11,72.119.135.206,1560,22325,ICMP,931,Control,HTTP,47.85,Intrusion,Known Pattern A,Logged,Low,Samaira Bhatnagar,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/31.0.861.0 Safari/535.1",Segment B,"Jalna, Telangana",Firewall
2020-11-08,17:16:32,2020-11-08 17:16:32,85.90.181.172,197.185.63.56,51289,48706,ICMP,1431,Data,DNS,70.26,DDoS,Known Pattern B,Logged,Medium,Shray Dayal,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),Segment C,"Gwalior, Jharkhand",Firewall
2023-09-04,17:37:57,2023-09-04 17:37:57,94.44.24.10,28.201.89.13,52402,5742,UDP,105,Control,FTP,36.62,Malware,Known Pattern A,Logged,High,Krish Kant,Opera/8.96.(X11; Linux i686; tg-TJ) Presto/2.9.170 Version/12.00,Segment C,"Shivpuri, Tamil Nadu",Firewall
2021-04-24,05:05:45,2021-04-24 05:05:45,159.191.233.170,105.124.183.205,39493,59837,TCP,1492,Data,HTTP,79.91,Malware,Known Pattern B,Ignored,High,Ritvik Chanda,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/39.0.806.0 Safari/531.2",Segment B,"Rohtak, Haryana",Server
2021-07-10,00:49:55,2021-07-10 00:49:55,211.92.170.29,2.101.64.198,61289,16285,TCP,288,Data,FTP,93.1,DDoS,Known Pattern B,Blocked,Medium,Samaira Mane,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),Segment B,"Tiruppur, Himachal Pradesh",Server
2020-03-12,14:30:51,2020-03-12 14:30:51,185.26.43.24,63.163.142.186,35811,32561,TCP,1079,Data,FTP,84.33,Intrusion,Known Pattern A,Logged,High,Lakshay Aurora,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6 rv:4.0; ig-NG) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.15.1",Segment A,"Aizawl, Tamil Nadu",Firewall
2023-05-26,05:26:00,2023-05-26 05:26:00,169.154.180.154,1.189.59.241,57132,51939,UDP,516,Control,HTTP,1.34,Intrusion,Known Pattern B,Blocked,Medium,Lakshay Ray,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2146-10-23 14:37:35 Firefox/3.8,Segment A,"Bettiah, Meghalaya",Firewall
2021-01-20,14:29:20,2021-01-20 14:29:20,141.13.83.180,98.102.99.203,37827,65439,ICMP,752,Control,HTTP,43.03,DDoS,Known Pattern A,Blocked,Medium,Aayush Soman,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3796-02-15 20:27:46 Firefox/3.8,Segment A,"Naihati, Rajasthan",Firewall
2021-02-04,15:35:12,2021-02-04 15:35:12,222.32.236.8,121.211.143.215,46257,64498,ICMP,938,Control,HTTP,96.94,Intrusion,Known Pattern B,Blocked,Medium,Vivaan Brar,Opera/8.18.(Windows 98; ak-GH) Presto/2.9.171 Version/12.00,Segment C,"Navi Mumbai, West Bengal",Firewall
2021-12-10,17:04:34,2021-12-10 17:04:34,192.45.112.133,178.131.114.11,34143,54891,TCP,368,Control,FTP,93.35,Malware,Known Pattern B,Logged,Low,Neysa Cheema,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/27.0.883.0 Mobile/70A085 Safari/535.2",Segment B,"Pali, Chhattisgarh",Firewall
2021-08-11,21:32:11,2021-08-11 21:32:11,88.184.24.82,148.197.217.10,12174,55846,TCP,127,Data,DNS,3.43,DDoS,Known Pattern A,Ignored,Low,Miraya Lad,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.11.1",Segment C,"Danapur, Tamil Nadu",Firewall
2020-10-10,02:31:30,2020-10-10 02:31:30,36.205.187.1,55.227.107.169,39263,25551,TCP,1040,Control,HTTP,43.3,DDoS,Known Pattern B,Logged,Medium,Vedika Kanda,Mozilla/5.0 (Android 1.5; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,Segment C,"Sambalpur, Haryana",Firewall
2021-11-26,06:48:55,2021-11-26 06:48:55,129.35.81.203,159.50.191.135,15797,54665,UDP,870,Data,DNS,92.97,Intrusion,Known Pattern B,Ignored,High,Purab De,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_4 rv:4.0; hi-IN) AppleWebKit/534.12.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.12.7",Segment C,"Bilaspur, Nagaland",Firewall
2022-05-22,08:05:51,2022-05-22 08:05:51,80.173.217.21,80.49.248.73,22303,54745,ICMP,458,Data,FTP,19.94,Malware,Known Pattern B,Logged,High,Raunak Handa,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),Segment A,"Amravati, Karnataka",Server
2020-09-26,11:43:29,2020-09-26 11:43:29,184.8.34.211,68.36.205.67,4482,4710,UDP,796,Control,DNS,29.96,Malware,Known Pattern B,Ignored,High,Nirvi Singhal,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/13.0.878.0 Mobile/68F182 Safari/531.2",Segment A,"Saharanpur, Mizoram",Firewall
2022-02-11,02:51:24,2022-02-11 02:51:24,69.84.164.33,4.152.109.96,38919,34202,ICMP,764,Data,FTP,16.33,Intrusion,Known Pattern A,Blocked,Low,Bhamini Gandhi,Opera/9.47.(Windows NT 10.0; ta-LK) Presto/2.9.168 Version/10.00,Segment C,"Bhopal, Kerala",Firewall
2022-03-22,15:47:06,2022-03-22 15:47:06,32.100.53.35,106.227.185.33,35343,6659,ICMP,769,Data,HTTP,65.95,DDoS,Known Pattern B,Blocked,Low,Umang Taneja,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/31.0.815.0 Safari/533.0",Segment B,"Naihati, Bihar",Firewall
2020-10-22,02:17:57,2020-10-22 02:17:57,59.210.47.12,4.231.239.12,2344,40172,ICMP,172,Data,DNS,51.83,Intrusion,Known Pattern B,Blocked,Low,Himmat Manda,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.16.4 (KHTML, like Gecko) Version/5.1 Safari/533.16.4",Segment C,"Mira-Bhayandar, Goa",Firewall
2021-03-30,09:35:33,2021-03-30 09:35:33,187.65.19.209,182.74.65.189,62203,39635,ICMP,390,Data,DNS,59.02,Malware,Known Pattern B,Logged,Low,Vanya Shetty,Opera/8.56.(X11; Linux x86_64; gl-ES) Presto/2.9.176 Version/10.00,Segment C,"Guwahati, Karnataka",Firewall
2022-09-08,04:18:44,2022-09-08 04:18:44,118.39.12.239,10.61.167.222,18993,45846,ICMP,1092,Control,FTP,15.56,Intrusion,Known Pattern A,Logged,Medium,Anika Venkataraman,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/30.0.869.0 Mobile/18B758 Safari/536.1",Segment C,"Vijayanagaram, Goa",Firewall
2021-11-05,12:55:18,2021-11-05 12:55:18,133.184.178.85,107.249.81.48,42515,33790,TCP,362,Control,HTTP,33.71,Malware,Known Pattern A,Blocked,Low,Yasmin Badal,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment C,"Chennai, Punjab",Server
2022-12-03,03:48:44,2022-12-03 03:48:44,188.119.9.116,139.131.134.212,24178,60451,TCP,336,Control,HTTP,53.41,Malware,Known Pattern A,Logged,Low,Trisha Koshy,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9198-03-31 17:12:34 Firefox/3.6.3,Segment C,"Dehri, Odisha",Server
2022-12-28,18:00:57,2022-12-28 18:00:57,145.9.155.181,166.52.146.36,64598,2527,TCP,905,Control,HTTP,5.38,Malware,Known Pattern B,Blocked,High,Anahita Khare,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/52.0.842.0 Mobile/83C219 Safari/533.1",Segment A,"Karnal, Uttarakhand",Server
2023-09-23,05:54:52,2023-09-23 05:54:52,28.66.232.66,97.151.172.101,62106,5749,TCP,996,Data,FTP,45.68,Malware,Known Pattern A,Blocked,Medium,Madhav Thaker,Mozilla/5.0 (Android 4.3; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Segment B,"Bikaner, Tamil Nadu",Server
2021-01-11,04:45:04,2021-01-11 04:45:04,102.89.205.48,135.1.160.138,6985,45790,ICMP,1421,Data,FTP,96.29,Malware,Known Pattern A,Logged,Low,Myra Suresh,Opera/9.42.(Windows NT 6.0; el-GR) Presto/2.9.164 Version/11.00,Segment A,"Dehradun, Uttar Pradesh",Firewall
2022-05-27,17:45:20,2022-05-27 17:45:20,46.30.231.140,201.104.75.109,7536,46548,UDP,1259,Data,DNS,6.62,Intrusion,Known Pattern A,Logged,High,Nitara Savant,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/52.0.865.0 Safari/536.2",Segment C,"Kanpur, Goa",Server
2022-05-18,21:37:17,2022-05-18 21:37:17,68.171.176.50,33.80.130.59,31022,37529,TCP,627,Control,DNS,45.22,Intrusion,Known Pattern A,Blocked,Medium,Bhamini Salvi,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment B,"Silchar, Himachal Pradesh",Server
2022-01-03,06:07:15,2022-01-03 06:07:15,139.147.42.119,55.135.166.125,33235,7908,UDP,1175,Data,DNS,31.35,Intrusion,Known Pattern B,Ignored,Low,Mishti Char,Opera/9.20.(X11; Linux i686; sw-TZ) Presto/2.9.170 Version/11.00,Segment C,"Mahbubnagar, Maharashtra",Server
2022-10-19,19:57:05,2022-10-19 19:57:05,46.3.56.243,66.64.142.71,32483,26073,UDP,903,Data,FTP,65.87,Malware,Known Pattern A,Blocked,High,Pranay Koshy,Opera/8.94.(Windows NT 10.0; hne-IN) Presto/2.9.165 Version/12.00,Segment C,"Patna, Odisha",Server
2022-06-23,16:57:07,2022-06-23 16:57:07,101.69.84.34,171.159.11.27,4440,34762,TCP,1121,Data,DNS,32.37,Malware,Known Pattern A,Logged,High,Anahita Uppal,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0),Segment C,"Vadodara, Goa",Firewall
2021-11-06,21:50:48,2021-11-06 21:50:48,123.197.127.13,146.185.189.0,50213,15222,UDP,1286,Control,FTP,26.23,Malware,Known Pattern B,Blocked,Low,Vaibhav Biswas,Opera/9.41.(Windows NT 6.2; shs-CA) Presto/2.9.188 Version/12.00,Segment A,"Pallavaram, Uttarakhand",Server
2021-04-15,23:32:02,2021-04-15 23:32:02,35.71.50.152,63.18.0.1,54932,19730,UDP,1260,Data,DNS,91.73,DDoS,Known Pattern B,Blocked,Medium,Manjari Toor,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/27.0.846.0 Mobile/40B942 Safari/531.2",Segment A,"Khora , Karnataka",Firewall
2023-05-30,02:14:38,2023-05-30 02:14:38,155.66.128.234,200.81.41.226,35889,35042,ICMP,1075,Data,DNS,22.28,DDoS,Known Pattern B,Blocked,Medium,Taimur Balay,Opera/8.77.(Windows NT 6.1; mn-MN) Presto/2.9.164 Version/11.00,Segment A,"Akola, Andhra Pradesh",Server
2020-03-22,05:19:35,2020-03-22 05:19:35,216.226.2.176,172.111.195.14,56477,17122,UDP,992,Control,DNS,18.27,Malware,Known Pattern A,Logged,Medium,Bhamini Mahajan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; iu-CA) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.37.5",Segment C,"Chittoor, Tripura",Firewall
2023-02-01,16:58:42,2023-02-01 16:58:42,38.23.254.216,54.183.187.23,55432,60451,ICMP,1092,Control,DNS,82.2,DDoS,Known Pattern B,Ignored,Low,Taran Bahri,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.47.3 (KHTML, like Gecko) Version/5.0.4 Safari/534.47.3",Segment B,"Jaipur, Kerala",Firewall
2023-04-01,22:55:20,2023-04-01 22:55:20,5.137.178.39,57.124.36.50,33004,4523,TCP,472,Data,FTP,1.33,DDoS,Known Pattern A,Blocked,Medium,Taran Rattan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ia-FR) AppleWebKit/532.9.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.9.1",Segment A,"Bidhannagar, Uttarakhand",Server
2022-02-02,01:03:19,2022-02-02 01:03:19,104.217.2.81,145.56.147.39,56739,46569,TCP,432,Control,FTP,52.05,Malware,Known Pattern B,Blocked,High,Mohanlal Wali,Opera/8.75.(Windows NT 5.2; shs-CA) Presto/2.9.180 Version/11.00,Segment B,"Madhyamgram, Kerala",Server
2020-11-20,20:15:21,2020-11-20 20:15:21,153.58.226.251,47.172.122.234,55681,60831,TCP,671,Data,HTTP,58.75,DDoS,Known Pattern A,Ignored,High,Shayak Cherian,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3 rv:2.0; niu-NZ) AppleWebKit/534.2.3 (KHTML, like Gecko) Version/5.0 Safari/534.2.3",Segment A,"Kishanganj, Haryana",Firewall
2022-06-14,02:56:40,2022-06-14 02:56:40,199.176.235.176,71.218.68.45,55377,10767,UDP,601,Data,DNS,89.02,DDoS,Known Pattern B,Ignored,Medium,Zara Bhakta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; quz-PE) AppleWebKit/534.23.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.23.2",Segment A,"Jalna, Mizoram",Firewall
2020-05-19,16:31:49,2020-05-19 16:31:49,219.109.180.224,152.243.11.66,56525,42107,TCP,686,Data,DNS,25.26,Malware,Known Pattern B,Blocked,Medium,Vedika Rattan,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),Segment A,"Mahbubnagar, Tripura",Firewall
2020-12-20,08:24:12,2020-12-20 08:24:12,169.225.146.86,64.195.55.251,32147,2997,UDP,975,Control,HTTP,15.83,Intrusion,Known Pattern A,Ignored,Low,Riya Sabharwal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/24.0.848.0 Safari/534.1",Segment A,"Tirunelveli, West Bengal",Firewall
2021-04-05,21:06:43,2021-04-05 21:06:43,111.172.104.90,218.41.159.147,37385,39583,TCP,1008,Data,FTP,97.81,Malware,Known Pattern A,Blocked,Low,Jhanvi Mann,Opera/8.95.(X11; Linux i686; as-IN) Presto/2.9.167 Version/12.00,Segment C,"Pali, Andhra Pradesh",Server
2023-03-08,17:09:07,2023-03-08 17:09:07,20.11.87.181,115.147.25.167,64800,41415,TCP,184,Control,FTP,36.41,DDoS,Known Pattern A,Logged,Medium,Ishita Dhillon,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.9b4270.0 Mobile/73Q207 Safari/535.0",Segment C,"Bulandshahr, Madhya Pradesh",Server
2023-06-27,09:03:43,2023-06-27 09:03:43,128.147.210.66,8.148.60.246,43239,47011,UDP,834,Control,DNS,97.06,DDoS,Known Pattern B,Logged,Medium,Yakshit Zacharia,Opera/8.92.(X11; Linux x86_64; tt-RU) Presto/2.9.176 Version/10.00,Segment B,"Thrissur, Gujarat",Server
2023-03-26,00:30:56,2023-03-26 00:30:56,31.98.92.5,164.153.107.16,20640,55280,ICMP,214,Control,FTP,9.49,DDoS,Known Pattern A,Ignored,High,Rasha Karan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),Segment B,"Chandrapur, Chhattisgarh",Server
2021-06-05,00:44:51,2021-06-05 00:44:51,200.196.143.114,116.252.238.216,61937,32543,UDP,1117,Data,HTTP,62.62,DDoS,Known Pattern A,Ignored,Medium,Chirag Chowdhury,Opera/9.84.(Windows NT 5.01; az-IN) Presto/2.9.184 Version/12.00,Segment B,"Kakinada, Tripura",Server
2021-07-14,04:28:34,2021-07-14 04:28:34,15.133.101.141,181.31.194.20,36867,35280,ICMP,191,Data,HTTP,78.0,Malware,Known Pattern A,Blocked,Medium,Arhaan Sani,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/20.0.895.0 Safari/534.1",Segment B,"Saharsa, Kerala",Server
2021-05-22,02:03:35,2021-05-22 02:03:35,53.117.102.82,99.140.111.194,42289,61875,TCP,397,Control,DNS,80.71,Intrusion,Known Pattern A,Ignored,High,Shayak Sem,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.877.0 Safari/534.2",Segment C,"Sambalpur, Jharkhand",Firewall
2023-06-17,10:31:08,2023-06-17 10:31:08,30.45.207.117,45.252.231.119,30484,40193,UDP,668,Data,FTP,85.16,Intrusion,Known Pattern A,Logged,Low,Rasha Viswanathan,Mozilla/5.0 (Android 2.3.5; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Segment C,"Katihar, Haryana",Firewall
2020-05-01,21:20:11,2020-05-01 21:20:11,90.108.222.29,200.31.113.69,59241,51522,ICMP,994,Control,FTP,99.15,Intrusion,Known Pattern B,Logged,High,Shayak Jain,Mozilla/5.0 (Windows NT 5.1; nl-BE; rv:1.9.1.20) Gecko/9553-08-09 02:35:04 Firefox/13.0,Segment A,"Hubli–Dharwad, Kerala",Server
2022-12-01,03:07:06,2022-12-01 03:07:06,115.94.40.96,221.115.107.3,47156,34130,ICMP,463,Data,FTP,68.16,Malware,Known Pattern A,Ignored,Medium,Vaibhav Mannan,Opera/8.76.(X11; Linux i686; szl-PL) Presto/2.9.161 Version/12.00,Segment C,"Shahjahanpur, Mizoram",Server
2020-01-17,19:03:49,2020-01-17 19:03:49,119.23.34.99,104.51.165.13,23438,46200,ICMP,1482,Control,HTTP,37.51,DDoS,Known Pattern A,Logged,Low,Trisha Sabharwal,Opera/8.91.(Windows NT 4.0; wo-SN) Presto/2.9.165 Version/12.00,Segment A,"Mysore, Mizoram",Server
2022-06-14,07:03:43,2022-06-14 07:03:43,135.15.168.22,89.59.113.71,63065,10432,ICMP,1464,Control,HTTP,19.3,Malware,Known Pattern A,Ignored,Medium,Renee Gola,Opera/9.40.(X11; Linux i686; sa-IN) Presto/2.9.184 Version/10.00,Segment A,"Thoothukudi, Maharashtra",Server
2020-02-17,11:47:36,2020-02-17 11:47:36,103.147.36.137,185.218.66.13,15631,56157,UDP,1168,Data,FTP,87.3,DDoS,Known Pattern B,Ignored,High,Romil Bansal,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.28.6 (KHTML, like Gecko) Version/4.1 Safari/535.28.6",Segment C,"Lucknow, Sikkim",Firewall
2022-07-13,19:38:22,2022-07-13 19:38:22,156.252.159.56,105.170.48.132,46571,44743,TCP,248,Data,DNS,24.35,Intrusion,Known Pattern A,Ignored,Low,Kismat Sekhon,Mozilla/5.0 (Windows NT 6.0; fur-IT; rv:1.9.0.20) Gecko/4275-12-20 23:30:15 Firefox/15.0,Segment B,"Morbi, Manipur",Firewall
2023-03-13,10:44:03,2023-03-13 10:44:03,201.158.180.199,210.189.74.190,62866,38534,TCP,845,Control,FTP,44.24,Malware,Known Pattern B,Logged,Low,Aaina Kalla,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9; rv:1.9.4.20) Gecko/9782-05-04 23:55:41 Firefox/3.6.1,Segment B,"Bangalore, West Bengal",Firewall
2023-03-10,19:55:55,2023-03-10 19:55:55,68.251.164.118,216.160.84.72,23222,53891,ICMP,426,Data,DNS,60.49,Intrusion,Known Pattern B,Blocked,Low,Veer Toor,Opera/9.47.(Windows 95; kl-GL) Presto/2.9.184 Version/10.00,Segment B,"Gopalpur, Bihar",Server
2020-04-28,14:26:22,2020-04-28 14:26:22,153.0.140.214,23.170.127.27,31013,14083,ICMP,529,Data,DNS,80.82,Intrusion,Known Pattern A,Logged,High,Pari Borde,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/37.0.892.0 Safari/535.2",Segment C,"Tiruchirappalli, Karnataka",Server
2022-04-19,13:23:29,2022-04-19 13:23:29,129.35.169.33,16.35.170.161,51785,13865,ICMP,131,Data,DNS,89.16,Intrusion,Known Pattern A,Blocked,High,Dishani Sur,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),Segment C,"Amravati, Mizoram",Server
2023-06-11,11:55:14,2023-06-11 11:55:14,96.66.88.130,115.212.86.50,13066,30160,ICMP,1430,Data,FTP,18.05,Intrusion,Known Pattern B,Logged,Low,Lagan Behl,Mozilla/5.0 (Windows NT 6.0; hak-TW; rv:1.9.1.20) Gecko/3248-01-13 13:21:45 Firefox/3.8,Segment C,"Mathura, Arunachal Pradesh",Server
2022-02-05,15:07:37,2022-02-05 15:07:37,24.34.166.189,38.181.23.136,7238,16506,TCP,714,Control,DNS,83.52,Malware,Known Pattern B,Blocked,High,Zeeshan Lata,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sa-IN) AppleWebKit/532.50.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.50.5",Segment B,"Bijapur, Telangana",Server
2022-05-06,14:15:00,2022-05-06 14:15:00,211.101.215.142,61.87.226.11,6662,50932,UDP,1286,Control,HTTP,1.78,Intrusion,Known Pattern B,Ignored,Low,Nitara Vora,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.43.1 (KHTML, like Gecko) Version/4.0.5 Safari/535.43.1",Segment C,"Kota, Punjab",Firewall
2022-03-14,16:14:25,2022-03-14 16:14:25,144.64.249.149,160.150.175.196,10443,37756,TCP,1245,Data,DNS,80.29,DDoS,Known Pattern B,Ignored,High,Ishaan Chaudhuri,Opera/8.72.(Windows NT 6.2; am-ET) Presto/2.9.166 Version/12.00,Segment C,"Mysore, Arunachal Pradesh",Firewall
2020-10-22,19:59:10,2020-10-22 19:59:10,7.95.197.152,217.2.162.183,15788,27512,TCP,1489,Data,HTTP,43.04,Intrusion,Known Pattern A,Ignored,Medium,Yashvi Bail,Mozilla/5.0 (Android 4.2; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,Segment A,"Buxar, Manipur",Firewall
2021-06-08,07:48:05,2021-06-08 07:48:05,81.39.87.3,76.183.132.243,25599,23073,UDP,907,Control,DNS,78.73,Intrusion,Known Pattern B,Blocked,Medium,Miraya Chander,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.3.20) Gecko/2183-01-12 01:17:37 Firefox/7.0,Segment A,"Agartala, Assam",Server
2021-08-29,10:20:48,2021-08-29 10:20:48,107.92.12.165,218.40.228.233,28491,55624,TCP,103,Control,DNS,89.08,Malware,Known Pattern A,Logged,Medium,Gokul Kar,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9170-05-11 11:54:40 Firefox/3.6.19,Segment B,"Pimpri-Chinchwad, Chhattisgarh",Firewall
2020-04-10,20:06:40,2020-04-10 20:06:40,77.37.251.198,77.55.245.112,62852,45396,ICMP,1056,Control,FTP,85.23,DDoS,Known Pattern B,Logged,High,Dhanuk Subramaniam,Opera/9.46.(X11; Linux i686; szl-PL) Presto/2.9.166 Version/12.00,Segment A,"Gandhidham, Uttar Pradesh",Server
2021-01-31,02:44:38,2021-01-31 02:44:38,77.168.32.0,151.68.10.214,46263,35290,TCP,1400,Control,DNS,53.46,Intrusion,Known Pattern B,Blocked,Low,Manikya Wable,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_2; rv:1.9.5.20) Gecko/5511-11-25 00:56:44 Firefox/12.0,Segment A,"Chittoor, Uttarakhand",Server
2023-04-12,15:07:55,2023-04-12 15:07:55,52.251.158.237,160.80.61.153,50993,33357,ICMP,1404,Control,DNS,96.42,Intrusion,Known Pattern B,Logged,Medium,Anay Bandi,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.30.2 (KHTML, like Gecko) Version/4.0 Safari/532.30.2",Segment A,"Jamshedpur, Uttarakhand",Server
2022-04-10,06:37:12,2022-04-10 06:37:12,121.141.190.40,151.222.17.116,31094,8594,UDP,847,Data,DNS,57.94,DDoS,Known Pattern B,Blocked,High,Charvi Dua,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.1.3 (KHTML, like Gecko) Version/5.0.3 Safari/531.1.3",Segment B,"Davanagere, Meghalaya",Server
